Code,Longitude,Latitude,Province,District,PGA_NS,PGA_EW,PGA_UD,Rjb,Rrup,Repi,Rhyp
"4301",29.99155,39.42779,"Kütahya","Kütahya Merkez",4.76883234299,5.08060549216,4.66584493894,210.01687666185884,210.03469777816645,217.741760916,217.851694615
"4313",29.619955,39.196043,"Kütahya","Çavdarhisar",3.91081499288,3.27295062414,2.04392579515,210.16721724254515,210.1850256118129,218.968533195,219.077851298
"2612",30.4017,39.77133,"Eskişehir","Tepebaşı",2.73772194351,4.22422635725,1.36952863783,213.36090063605832,213.37844246360322,219.324266002,219.433406886
"4502",27.82326,38.91121,"Manisa","Akhisar",3.23449411233,3.7319635752,2.2461704174,209.93447984407345,210.21391192952737,219.654257154,219.763234154
"5415",30.848263,41.059118,"Sakarya","Kocaali",11.8018869228,11.4975472862,10.5590880985,219.56106834726734,219.57811485154136,219.756294091,219.865220516
"4315",29.117673,38.996595,"Kütahya","Pazarlar",4.56262556007,7.97336201703,2.13558868854,210.54572817895848,210.56350453573657,220.1706161,220.279337646
"1403",30.78975,40.39842,"Bolu","Göynük",2.01549587301,2.15498243189,1.69862576862,218.0162933994862,218.0334606788924,220.837032843,220.945426463
"4307",30.01433,39.4053,"Kütahya","Kütahya Merkez",2.27783542994,3.25536991113,1.6398207941,213.1757854032557,213.19334246232506,220.908001378,221.016360193
"2611",30.44295,39.78828,"Eskişehir","Tepebaşı",3.82175100707,6.4475396857,3.73730471361,215.37770248066064,215.39508005943696,221.208269007,221.316480808
"2606",30.45579,39.74866,"Eskişehir","Odunpazarı",2.86671599163,3.98020818803,2.10639485502,218.62472468494389,218.64184419166153,224.565708941,224.672303661
"2602",30.49728,39.78929,"Eskişehir","Tepebaşı",3.68643885199,4.11164200712,1.61126761119,219.31093899113068,219.32800493583744,225.041132306,225.147501939
"1724",26.25777,39.51288,"Çanakkale","Ayvacık",4.71555841828,3.65833405081,2.46260887631,219.800449183413,220.08074859923676,225.639659919,225.745747531
"2601",30.52844,39.81367,"Eskişehir","Tepebaşı",4.06109002445,7.1505722852,1.78165847531,220.25727981485758,220.27427244098155,225.848870335,225.954859721
"2604",30.51008,39.77329,"Eskişehir","Odunpazarı",3.21435588798,5.01806145245,1.37353227359,221.16202321176706,221.17894632872603,226.924038779,227.029526221
"3503",26.88834,39.0739,"İzmir","Dikili",19.3171511851,12.221309276,2.87732640779,221.5735615713064,221.85162075171738,229.775077376,229.879256531
"2605",30.532545,39.721138,"Eskişehir","Odunpazarı",1.79026238795,2.85829725274,1.16589202126,225.8236311161857,225.84020492034276,231.718690999,231.821996709
"8109",31.01439,40.781001,"Düzce","Gölyaka",16.6156926358,16.7526930824,6.19540250786,232.32830515415444,232.3444149614214,233.241487582,233.344119124
"1720",26.120635,39.52876,"Çanakkale","Ayvacık",6.58960286755,4.48483541662,2.29730740527,227.83921184300783,228.1096335011157,233.337770206,233.440359417
"1407",31.00276,40.58175,"Bolu","Mudurnu",5.8345608479,5.93352390321,3.51324690938,232.6787639948954,232.69484953938175,234.495226657,234.597309714
"4509",27.919938,38.707452,"Manisa","Gölmarmara",0.962406428905,1.00729460641,0.481135621385,231.10675471593993,231.34817632884167,240.952631549,241.051979976
"8107",31.11286,40.83864,"Düzce","Düzce Merkez",10.627437916,10.2687202452,5.08678398247,240.63956527957205,240.65511871951676,241.267830164,241.367048853
"4508",27.55679,38.73237,"Manisa","Saruhanlı",3.36619397072,3.14991350086,1.18550528297,234.2183969204939,234.4814617379727,243.764331642,243.862534599
"8101",31.14888,40.84364,"Düzce","Düzce Merkez",7.42266097359,10.6653585232,5.99254825779,243.68491576641338,243.70027484606427,244.282979225,244.380973766
"8105",31.15198,40.90278,"Düzce","Düzce Merkez",3.76659645763,4.90734885832,2.76554845125,244.13257149181698,244.14790240993352,244.473991842,244.571909849
"8110",31.14278,41.09,"Düzce","Akçakoca",3.1675284572,3.71911450465,1.48839727348,244.46501755163675,244.48032762266445,244.64930435,244.747152218
"8102",31.1644,40.8342,"Düzce","Düzce Merkez",10.2478031571,10.6438505801,5.87213849045,244.98045114584133,244.9957290068201,245.615632296,245.713095354
"8104",31.18043,40.86109,"Düzce","Düzce Merkez",6.23924470322,8.30379129038,4.76964427608,246.38096773660598,246.3961587581871,246.896961118,246.993918568
"1412",31.20942,40.45624,"Bolu","Mudurnu",1.0151122938,1.1265446955,1.42404942218,251.88692702087164,251.90178600395274,254.091286899,254.185500133
"4312",30.106493,39.057838,"Kütahya","Altıntaş",1.57458359228,1.47229808989,0.524592007832,247.37914094179996,247.39427067146528,255.61053103,255.704184506
"8103",31.2822,40.7861,"Düzce","Kaynaşlı",3.07407609955,2.68471130659,1.42494463389,254.92532706183565,254.94000895415994,255.730828025,255.824437461
"4510",28.643118,38.54608,"Manisa","Kula",1.26389950165,1.87364830985,0.681823497229,249.58461922531325,249.59961526774813,259.545946017,259.638179962
"4501",27.38138,38.61259,"Manisa","Yunusemre",2.03273390609,1.83992187219,1.18483086925,251.14522162567152,251.39057418323785,260.565501704,260.657374878
"2609",30.69658,39.44626,"Eskişehir","Seyitgazi",1.48663059176,1.57829148862,0.922525390354,254.60781203063192,254.62251223132034,261.026698744,261.118409648
"4506",28.12347,38.48311,"Manisa","Salihli",2.44924652816,2.67388920654,1.43782393935,254.5287616921573,254.7041961382546,264.500740034,264.591246792
"4507",27.7061,38.50748,"Manisa","Turgutlu",1.52637801643,2.21892292339,1.05920504852,255.84319346454512,256.08397280827637,265.61200794,265.702136164
"4311",29.981176,38.852408,"Kütahya","Dumlupınar",2.36564337799,3.04675141713,0.964877538613,259.25110640101235,259.2655433298307,267.960590295,268.04992884
"6405",29.762351,38.735408,"Uşak","Banaz",3.34057101667,3.56600221414,1.77655714459,260.36189526532104,260.37627060489456,269.483349578,269.572183468
"8111",31.448678,40.961418,"Düzce","Yığılca",1.69910316551,1.42874415457,1.06128452861,269.40945883248077,269.42335143111376,269.484109448,269.572943087
"6703",31.40918,41.290035,"Zonguldak","Ereğli",1.62760201849,1.54317909503,0.633325285044,268.6718487262682,225.04072585410154,269.540923166,269.629738087
"0632",31.362723,40.183963,"Ankara","Nallıhan",1.66605935879,2.79691518892,2.12786275873,270.9522419812793,270.9660554804697,274.066782318,274.154131047
"3534",26.75856,38.66241,"İzmir","Foça",6.19891513383,3.65638111411,1.2914040869,266.8657508712474,267.0966630844441,275.38537082,275.472301441
"3526",26.97953,38.57823,"İzmir","Menemen",7.93787318083,8.59573620706,2.56956758484,266.88146119342116,267.11235982542235,275.815181613,275.901976811
"3520",27.2111,38.478,"İzmir","Bornova",1.16100418569,1.13909512372,0.768823685651,269.92899084673115,270.157284821833,279.236836515,279.322568489
"4503",28.51425,38.35546,"Manisa","Alaşehir",1.05416386671,1.80512541398,0.763769903996,269.46296397785267,269.48045377004456,279.449223495,279.534890331
"6402",28.976555,38.407613,"Uşak","Eşme",0.972312188064,1.00985685749,0.717668455466,269.8725622346502,269.8864309947027,279.803971758,279.889530014
"3524",27.1073,38.4969,"İzmir","Karşıyaka",1.39512731088,1.37619641189,0.724520587283,271.03004126537917,271.2574085828505,280.199143888,280.284581516
"3514",27.1581,38.4762,"İzmir","Bayraklı",1.46923324207,1.21281131476,0.919840626139,271.64899509731833,271.87584478977385,280.895236244,280.980462212
"3513",27.1671,38.4584,"İzmir","Bayraklı",3.92766491331,2.79087357882,1.93222222603,273.2461766630859,273.47170146793013,282.515249093,282.5999865
"3515",27.094,38.4649,"İzmir","Karşıyaka",3.80823122768,1.74311393238,1.6098368175,274.7629138898463,274.98719477824676,283.938874011,284.023186685
"3511",27.2563,38.4213,"İzmir","Bornova",0.940017888478,1.07539303746,0.404893785678,274.66483738170473,274.8891982903087,284.058875384,284.14315245
"3521",27.07636,38.46792,"İzmir","Karşıyaka",5.08464744361,4.10381629647,2.17138306459,274.9989631487688,275.2230516793029,284.150735505,284.234985334
"1411",31.61749,40.68464,"Bolu","Bolu Merkez",1.83009398537,1.91062639415,1.52380237292,283.61212582162875,283.62532274292204,284.692206288,284.776295926
"3519",27.1112,38.4525,"İzmir","Karşıyaka",4.8361713389,5.61107233797,2.21048446343,275.524711528785,275.74837280714917,284.730707097,284.814785368
"3527",26.51277,38.63903,"İzmir","Karaburun",1.51917332798,1.12852654963,1.38724088148,279.7633280188296,279.9836033537349,287.919042735,288.002190216
"3517",27.1936,38.3756,"İzmir","Buca",0.860213928685,0.809047213404,0.560753353604,281.1871112759998,281.4062721236182,290.539742014,290.62213971
"2608",31.18299,39.5197,"Eskişehir","Sivrihisar",0.838340681676,0.820019887294,0.438147590731,285.2169222484194,285.2300449195775,290.691250434,290.773605197
"0314",30.24646,38.74415,"Afyonkarahisar","Sinanpaşa",1.77573525923,2.62687048036,1.0388931376,282.36544845508797,282.3787036396446,290.845650085,290.92796114
"3510",27.043,38.409,"İzmir","Balçova",1.76787306942,2.22276296328,0.488467154354,282.1492723751804,282.3676864384699,291.303175994,291.385357807
"3525",27.1084,38.3723,"İzmir","Karabağlar",1.26448258959,1.45102457277,0.622958143198,283.9705781911293,284.18759248245624,293.228536673,293.310179025
"4511",28.691207,38.240028,"Manisa","Sarıgöl",2.0075521254,1.37075294,1.75673409971,283.8158297613065,283.8290172111763,293.833770203,293.915244436
"2619",31.492602,39.85852,"Eskişehir","Mihalıcçık",1.32832286312,1.38126098669,0.618650734479,292.7990141413256,292.81179701319326,296.86922726,296.949868654
"3531",27.64853,38.22026,"İzmir","Bayındır",0.635100028593,0.87827772789,0.378857432723,288.11289908255014,288.32679559923326,297.938125477,298.018477637
"3538",27.123347,38.318703,"İzmir","Gaziemir",2.41321870695,2.31821539683,0.99035416574,289.14461875016394,289.3577526090289,298.454652023,298.534865157
"0316",30.469423,38.788685,"Afyonkarahisar","Afyonkarahisar Merkez",3.05977530164,2.95332500737,0.839660880979,290.4529740081794,290.4658601250058,298.558979412,298.639164524
"3516",26.8907,38.3706,"İzmir","Güzelbahçe",1.52697373301,1.19201335398,0.671104224865,291.11279057991896,291.3244845219812,300.104640334,300.18441257
"6701",31.7788,41.4511,"Zonguldak","Zonguldak Merkez",2.04795320408,3.10190368051,1.12094505675,301.86862866761726,280.01471953564766,303.089887734,303.168874469
"IZMR",27.9522,38.1367,"İzmir","Ödemiş",0.19961545925,0.314856336295,0.166783007883,293.85507151525974,294.0499427106815,303.852954679,303.931743105
"3523",26.7706,38.3282,"İzmir","Urla",2.24538319159,1.80588628742,0.703093318159,299.66545905939296,299.87111530797205,308.536945392,308.614538011
"3532",27.35956,38.15911,"İzmir","Torbalı",1.84651081971,1.63956270996,0.7155870736,300.1361619949402,300.3414959339174,309.765630009,309.842914934
"3539",27.721053,38.102293,"İzmir","Tire",0.510511142532,0.647797956933,0.533698381388,300.00909367637865,300.2145145246853,309.913681239,309.990929253
"6702",31.966722,41.224763,"Zonguldak","Devrek",3.6030282207,2.91852404828,1.76899890861,314.44188821539365,289.5505755258542,314.771202003,314.847258223
"2013",28.83359,38.04483,"Denizli","Buldan",0.690016420706,0.708308998223,0.264246733696,307.04242816880463,307.0546180791926,317.090843377,317.16634335
"1410",32.03699,40.77113,"Bolu","Yeniçağa",1.29677500466,2.06712971077,0.883329348405,318.6608928106169,318.67263829017816,319.287227323,319.362208052
"0308",30.25245,38.43701,"Afyonkarahisar","Sandıklı",1.24772124406,1.08162335288,0.752241420141,310.75201628464,310.76406068419885,319.579705385,319.654617508
"0601",31.91698,40.16078,"Ankara","Beypazarı",1.41132959408,1.6096854989,1.39058110857,317.34196483108883,317.35375912508,320.03652925,320.111334467
"2620",31.53511,39.447203,"Eskişehir","Sivrihisar",1.33453986925,0.822338910401,0.660772470849,315.54482785471276,315.55668931877136,320.737042804,320.811684679
"0310",31.15118,39.01974,"Afyonkarahisar","Emirdağ",1.07370728085,0.855396846776,0.457674786041,314.63325050705964,314.64514633567995,321.345272091,321.419772719
"1409",32.06378,40.71744,"Bolu","Dörtdivan",2.44962212449,1.90351606655,1.11034006288,321.1138112009928,321.12546696266577,321.908648461,321.983018736
"1405",32.07602,40.93811,"Bolu","Mengen",1.77286583395,1.94147139779,1.51243981391,322.0630480556372,322.0746694647857,322.128979204,322.203298622
"2024",29.395428,38.08684,"Denizli","Çal",0.526645822228,0.520622313022,0.36351775317,313.95045250634155,313.9623742057317,323.791477269,323.865415183
"0912",28.74603,37.97385,"Aydın","Buharkent",0.60380442973,0.872627795136,0.581120988523,313.7345882638274,313.74651816559907,323.803036969,323.876972245
"0311",30.54367,38.5329,"Afyonkarahisar","Şuhut",1.01666165214,1.37762160067,1.0053208781,316.66113459086614,316.67295424197175,325.018036017,325.091694967
"3528",26.37256,38.30393,"İzmir","Çeşme",1.68572793122,1.44155376548,0.877402924621,317.99920237078965,318.19300927460483,326.347205891,326.420564905
"0914",28.34308,37.91333,"Aydın","Nazilli",2.63489107337,2.11552921948,1.56045511101,317.6643452298642,317.758597388683,327.764324854,327.837366765
"0913",28.46544,37.91152,"Aydın","Kuyucak",0.712011092561,0.807599408079,0.399675108797,318.3158872247544,318.36577988321676,328.405336161,328.478235533
"2015",28.92294,37.93252,"Denizli","Sarayköy",1.72963946151,1.53903472439,1.08602403803,320.6367757295081,320.6484488317044,330.697463293,330.769857496
"0915",28.15056,37.88405,"Aydın","Sultanhisar",1.09445913888,0.887251415083,0.748612388959,320.91178555980747,321.0604418482688,331.008857831,331.081183945
"1402",32.20593,40.79248,"Bolu","Gerede",1.7074042703,1.34633309514,0.462626219937,332.8722522099196,332.8834962554732,333.378748552,333.450560633
"0916",28.05025,37.85716,"Aydın","Köşk",0.468364866699,0.671166297146,0.3979193156,324.231591405496,324.3986930431251,334.317423814,334.389034308
"2009",29.03804,37.91337,"Denizli","Merkezefendi",1.53110291518,1.97326090168,0.927304871137,324.62718850660934,324.63871812473167,334.668723001,334.740258342
"0921",27.592227,37.874702,"Aydın","Germencik",1.4613243014,1.58329891631,0.748102606767,326.7471468670355,326.93576804705594,336.648399873,336.719514636
"0312",31.040113,38.718928,"Afyonkarahisar","Bolvadin",1.05178783556,1.0187471382,0.48532915363,329.7924763575069,329.80382540228374,337.214388117,337.285383545
"0922",27.708207,37.85366,"Aydın","İncirliova",1.59274880671,2.13023130811,0.893098393582,327.4833628863049,327.67156027048424,337.451810468,337.522755956
"0905",27.26501,37.85997,"Aydın","Kuşadası",0.67598265626,0.671523986953,0.478423120553,334.36152877085556,334.5458568937209,344.044369695,344.113956007
